carrera,conductor,inicio_carrera,fin_carrera,precio_total
1909,Sergio,2024-06-11 16:11:13,2024-06-11 16:25:46,17.46
1910,Carolina,2024-01-13 08:30:16,2024-01-13 08:57:53,33.14
1911,Jorge,2024-04-18 01:43:59,2024-04-18 02:21:08,44.58
1912,Jorge,2024-06-10 21:29:39,2024-06-10 22:05:08,42.58
1913,Nathaly,2024-06-15 09:49:18,2024-06-15 10:13:49,29.42
1914,Angel,2024-01-15 11:52:08,2024-01-15 11:57:17,6.18
1915,Jorge,2024-03-05 12:01:47,2024-03-05 12:35:45,40.76
1916,Jorge,2024-01-29 23:21:33,2024-01-29 23:52:58,37.7
1917,Carolina,2024-04-15 22:20:04,2024-04-15 22:29:14,11.0
1918,Carolina,2024-01-09 05:37:25,2024-01-09 05:45:28,9.66
1919,Nathaly,2024-06-04 20:48:19,2024-06-04 21:08:19,24.0
1920,Jorge,2024-03-28 21:10:21,2024-03-28 21:26:39,19.56
1921,Carolina,2024-02-17 23:25:49,2024-02-18 00:03:02,44.66
1922,Angel,2024-06-03 15:38:27,2024-06-03 16:13:12,41.7
1923,Nathaly,2024-04-20 09:03:33,2024-04-20 09:34:31,37.16
1924,Carolina,2024-04-11 08:19:55,2024-04-11 08:40:51,25.12
1925,Sergio,2024-04-05 17:07:49,2024-04-05 17:29:23,25.88
1926,Carolina,2024-05-16 01:55:26,2024-05-16 02:15:08,23.64
1927,Carolina,2024-04-08 23:31:49,2024-04-09 00:02:23,36.68
1928,Jorge,2024-06-06 22:07:23,2024-06-06 22:19:33,14.6
1929,Angel,2024-01-10 02:19:46,2024-01-10 02:53:29,40.46
1930,Jorge,2024-02-22 10:36:17,2024-02-22 11:00:45,29.36
1931,Jorge,2024-04-06 15:03:01,2024-04-06 15:23:18,24.34
1932,Angel,2024-03-10 18:25:23,2024-03-10 18:44:11,22.56
1933,Carolina,2024-06-04 22:10:18,2024-06-04 22:40:20,36.04
1934,Nathaly,2024-04-14 09:22:30,2024-04-14 10:02:09,47.58
1935,Carolina,2024-04-20 16:37:13,2024-04-20 16:45:49,10.32
1936,Angel,2024-02-19 23:00:59,2024-02-19 23:39:29,46.2
1937,Carolina,2024-01-27 21:28:49,2024-01-27 22:08:02,47.06
1938,Carolina,2024-01-31 01:23:40,2024-01-31 01:28:56,6.32
1939,Angel,2024-02-10 05:52:48,2024-02-10 06:15:26,27.16
1940,Carolina,2024-04-18 13:57:43,2024-04-18 14:12:09,17.32
1941,Angel,2024-04-27 11:51:36,2024-04-27 12:04:09,15.06
1942,Angel,2024-06-10 19:28:43,2024-06-10 19:46:58,21.9
1943,Jorge,2024-02-06 02:56:30,2024-02-06 03:06:38,12.16
1944,Sergio,2024-01-12 19:21:10,2024-01-12 19:50:51,35.62
1945,Sergio,2024-05-20 19:37:17,2024-05-20 20:08:29,37.44
1946,Carolina,2024-03-20 01:53:34,2024-03-20 02:05:45,14.62
1947,Nathaly,2024-02-26 08:12:48,2024-02-26 08:50:20,45.04
1948,Sergio,2024-02-04 15:08:08,2024-02-04 15:21:21,15.86
1949,Sergio,2024-03-26 06:03:55,2024-03-26 06:40:05,43.4
1950,Jorge,2024-04-16 16:17:52,2024-04-16 16:47:04,35.04
1951,Jorge,2024-01-23 01:29:12,2024-01-23 01:39:45,12.66
1952,Carolina,2024-04-14 15:59:27,2024-04-14 16:17:39,21.84
1953,Jorge,2024-02-06 09:04:08,2024-02-06 09:42:48,46.4
1954,Jorge,2024-04-18 11:04:35,2024-04-18 11:19:26,17.82
1955,Angel,2024-01-28 08:36:11,2024-01-28 08:52:47,19.92
1956,Sergio,2024-01-24 00:13:20,2024-01-24 00:35:54,27.08
1957,Jorge,2024-03-21 15:06:03,2024-03-21 15:13:35,9.04
1958,Carolina,2024-02-14 17:47:55,2024-02-14 18:02:23,17.36
1959,Jorge,2024-03-26 15:15:34,2024-03-26 15:45:50,36.32
1960,Carolina,2024-01-16 15:32:20,2024-01-16 16:01:21,34.82
1961,Sergio,2024-04-16 23:41:53,2024-04-17 00:07:05,30.24
1962,Angel,2024-06-24 04:53:58,2024-06-24 05:32:10,45.84
1963,Jorge,2024-06-12 22:25:21,2024-06-12 22:59:04,40.46
1964,Jorge,2024-04-22 14:03:31,2024-04-22 14:38:00,41.38
1965,Angel,2024-04-28 01:03:55,2024-04-28 01:12:13,9.96
1966,Angel,2024-01-28 18:33:53,2024-01-28 19:13:03,47.0
1967,Carolina,2024-03-09 20:08:41,2024-03-09 20:29:13,24.64
1968,Nathaly,2024-05-25 07:24:03,2024-05-25 07:53:20,35.14
1969,Nathaly,2024-04-06 10:09:06,2024-04-06 10:37:37,34.22
1970,Jorge,2024-06-01 01:28:44,2024-06-01 01:54:15,30.62
1971,Sergio,2024-03-03 14:31:21,2024-03-03 14:37:04,6.86
1972,Angel,2024-02-02 11:39:22,2024-02-02 12:07:45,34.06
1973,Sergio,2024-03-03 13:02:36,2024-03-03 13:23:48,25.44
1974,Angel,2024-02-18 12:34:04,2024-02-18 12:56:17,26.66
1975,Nathaly,2024-04-13 09:31:42,2024-04-13 09:59:00,32.76
1976,Sergio,2024-01-24 11:24:02,2024-01-24 11:53:49,35.74
1977,Sergio,2024-04-21 22:34:48,2024-04-21 22:48:56,16.96
1978,Angel,2024-04-26 16:12:41,2024-04-26 16:40:46,33.7
1979,Angel,2024-04-29 21:26:09,2024-04-29 21:55:20,35.02
1980,Carolina,2024-02-13 04:09:26,2024-02-13 04:47:40,45.88
1981,Angel,2024-01-11 09:05:51,2024-01-11 09:36:41,37.0
1982,Angel,2024-04-11 18:26:53,2024-04-11 18:40:31,16.36
1983,Carolina,2024-02-01 16:28:02,2024-02-01 16:49:33,25.82
1984,Nathaly,2024-04-19 06:18:49,2024-04-19 06:45:45,32.32
1985,Angel,2024-04-25 01:47:14,2024-04-25 02:15:41,34.14
1986,Sergio,2024-05-24 23:34:18,2024-05-24 23:52:12,21.48
1987,Angel,2024-05-25 15:21:59,2024-05-25 15:52:46,36.94
1988,Jorge,2024-05-30 11:03:27,2024-05-30 11:19:49,19.64
1989,Carolina,2024-04-25 02:48:20,2024-04-25 03:21:24,39.68
1990,Angel,2024-02-08 12:48:10,2024-02-08 13:12:37,29.34
1991,Sergio,2024-06-05 20:44:18,2024-06-05 20:55:44,13.72
1992,Sergio,2024-05-22 13:24:37,2024-05-22 14:02:28,45.42
1993,Sergio,2024-06-20 05:56:29,2024-06-20 06:35:54,47.3
1994,Carolina,2024-02-15 08:54:22,2024-02-15 09:03:18,10.72
1995,Carolina,2024-05-18 19:56:37,2024-05-18 20:34:00,44.86
1996,Carolina,2024-04-18 17:29:50,2024-04-18 18:06:23,43.86
1997,Jorge,2024-05-18 07:03:09,2024-05-18 07:41:26,45.94
1998,Sergio,2024-01-21 18:09:50,2024-01-21 18:47:25,45.1
1999,Angel,2024-01-16 18:22:16,2024-01-16 18:59:30,44.68
2000,Jorge,2024-06-22 15:07:49,2024-06-22 15:32:16,29.34
2001,Angel,2024-02-09 21:27:49,2024-02-09 22:07:44,47.9
2002,Carolina,2024-03-03 03:32:04,2024-03-03 03:39:47,9.26
2003,Jorge,2024-02-13 10:15:44,2024-02-13 10:40:39,29.9
2004,Sergio,2024-06-24 08:28:20,2024-06-24 08:45:31,20.62
2005,Sergio,2024-03-02 17:27:43,2024-03-02 17:32:53,6.2
2006,Jorge,2024-01-09 17:10:15,2024-01-09 17:43:03,39.36
2007,Jorge,2024-06-14 05:18:15,2024-06-14 05:44:35,31.6
2008,Carolina,2024-01-20 06:26:46,2024-01-20 06:35:45,10.78
2009,Carolina,2024-05-30 13:02:55,2024-05-30 13:41:41,46.52
2010,Nathaly,2024-01-23 21:25:25,2024-01-23 21:39:44,17.18
2011,Angel,2024-01-31 14:44:35,2024-01-31 15:04:12,23.54
2012,Angel,2024-01-14 04:05:31,2024-01-14 04:38:37,39.72
2013,Carolina,2024-01-23 07:51:01,2024-01-23 08:29:33,46.24
2014,Angel,2024-04-27 22:37:17,2024-04-27 23:15:19,45.64
2015,Jorge,2024-05-07 22:30:04,2024-05-07 23:00:22,36.36
2016,Carolina,2024-04-24 05:26:59,2024-04-24 05:55:44,34.5
2017,Jorge,2024-01-30 19:44:18,2024-01-30 20:09:23,30.1
2018,Angel,2024-01-18 17:58:38,2024-01-18 18:25:40,32.44
2019,Carolina,2024-02-01 01:03:20,2024-02-01 01:19:39,19.58
2020,Angel,2024-04-22 00:04:28,2024-04-22 00:40:58,43.8
2021,Angel,2024-06-11 17:04:32,2024-06-11 17:31:17,32.1
2022,Carolina,2024-05-22 05:49:06,2024-05-22 06:04:03,17.94
2023,Carolina,2024-03-18 14:52:11,2024-03-18 15:17:45,30.68
2024,Sergio,2024-06-25 18:52:19,2024-06-25 19:23:05,36.92
2025,Jorge,2024-06-21 03:31:40,2024-06-21 03:45:00,16.0
2026,Jorge,2024-03-29 23:16:22,2024-03-29 23:54:07,45.3
2027,Angel,2024-06-20 20:46:11,2024-06-20 21:04:10,21.58
2028,Carolina,2024-03-13 06:23:29,2024-03-13 06:59:58,43.78
2029,Nathaly,2024-02-18 18:42:59,2024-02-18 19:14:06,37.34
2030,Sergio,2024-05-20 16:19:48,2024-05-20 16:47:31,33.26
2031,Carolina,2024-02-22 00:12:05,2024-02-22 00:40:48,34.46
2032,Angel,2024-05-17 15:52:58,2024-05-17 16:05:30,15.04
2033,Carolina,2024-06-12 16:09:38,2024-06-12 16:28:16,22.36
2034,Angel,2024-05-20 21:57:45,2024-05-20 22:09:44,14.38
2035,Jorge,2024-05-17 06:14:20,2024-05-17 06:45:10,37.0
2036,Jorge,2024-03-27 16:38:11,2024-03-27 16:48:38,12.54
2037,Carolina,2024-02-25 16:11:32,2024-02-25 16:50:15,46.46
2038,Angel,2024-05-11 12:00:29,2024-05-11 12:24:21,28.64
2039,Jorge,2024-06-20 01:23:08,2024-06-20 01:32:46,11.56
2040,Nathaly,2024-06-04 09:12:53,2024-06-04 09:42:02,34.98
2041,Jorge,2024-01-27 16:37:03,2024-01-27 16:53:53,20.2
2042,Jorge,2024-02-24 07:49:48,2024-02-24 08:08:50,22.84
2043,Angel,2024-01-30 20:00:59,2024-01-30 20:35:09,41.0
2044,Carolina,2024-06-25 23:22:26,2024-06-25 23:27:33,6.14
2045,Carolina,2024-04-22 22:12:41,2024-04-22 22:28:19,18.76
2046,Jorge,2024-05-12 07:38:56,2024-05-12 07:52:51,16.7
2047,Jorge,2024-05-18 00:09:31,2024-05-18 00:23:36,16.9
2048,Angel,2024-03-04 15:39:11,2024-03-04 15:59:27,24.32
2049,Sergio,2024-05-13 01:51:09,2024-05-13 01:57:48,7.98
2050,Angel,2024-04-02 02:05:48,2024-04-02 02:41:33,42.9
2051,Carolina,2024-05-04 23:20:15,2024-05-04 23:34:15,16.8
2052,Angel,2024-02-25 08:35:32,2024-02-25 08:50:00,17.36
2053,Jorge,2024-02-29 14:31:37,2024-02-29 15:02:16,36.78
2054,Carolina,2024-06-07 21:08:48,2024-06-07 21:25:57,20.58
2055,Sergio,2024-06-07 01:14:21,2024-06-07 01:29:49,18.56
2056,Nathaly,2024-04-15 06:57:55,2024-04-15 07:05:35,9.2
2057,Angel,2024-01-25 04:21:14,2024-01-25 04:36:52,18.76
2058,Sergio,2024-04-26 01:38:05,2024-04-26 01:43:32,6.54
2059,Carolina,2024-03-02 00:25:12,2024-03-02 00:34:48,11.52
2060,Angel,2024-02-16 22:11:56,2024-02-16 22:40:05,33.78
2061,Sergio,2024-04-12 20:29:11,2024-04-12 20:44:45,18.68
2062,Carolina,2024-02-26 05:36:29,2024-02-26 06:04:48,33.98
2063,Sergio,2024-03-26 07:36:47,2024-03-26 07:57:45,25.16
2064,Jorge,2024-05-16 09:39:38,2024-05-16 10:16:51,44.66
2065,Carolina,2024-03-30 17:30:11,2024-03-30 17:51:42,25.82
2066,Jorge,2024-03-30 10:31:19,2024-03-30 10:38:44,8.9
2067,Angel,2024-01-09 21:24:10,2024-01-09 21:55:06,37.12
2068,Sergio,2024-04-08 19:07:43,2024-04-08 19:29:35,26.24
2069,Angel,2024-01-21 07:26:23,2024-01-21 07:58:07,38.08
2070,Angel,2024-02-21 16:32:43,2024-02-21 17:09:15,43.84
2071,Carolina,2024-04-24 10:13:01,2024-04-24 10:31:25,22.08
2072,Nathaly,2024-02-03 23:36:21,2024-02-03 23:43:50,8.98
2073,Jorge,2024-03-16 21:25:46,2024-03-16 21:36:14,12.56
2074,Angel,2024-06-06 14:26:51,2024-06-06 14:52:07,30.32
2075,Sergio,2024-03-31 21:10:49,2024-03-31 21:16:32,6.86
2076,Jorge,2024-05-07 03:12:08,2024-05-07 03:50:29,46.02
2077,Angel,2024-04-20 18:44:41,2024-04-20 19:17:45,39.68
2078,Sergio,2024-05-14 19:54:50,2024-05-14 20:13:56,22.92
2079,Angel,2024-04-25 19:42:58,2024-04-25 20:22:02,46.88
2080,Nathaly,2024-03-16 22:06:25,2024-03-16 22:39:59,40.28
2081,Carolina,2024-03-12 00:04:12,2024-03-12 00:23:28,23.12
2082,Carolina,2024-06-02 16:56:20,2024-06-02 17:15:19,22.78
2083,Angel,2024-02-18 00:55:13,2024-02-18 01:08:24,15.82
2084,Carolina,2024-04-19 12:36:17,2024-04-19 12:55:03,22.52
2085,Jorge,2024-04-15 14:24:12,2024-04-15 14:53:40,35.36
2086,Jorge,2024-04-21 16:21:56,2024-04-21 16:48:50,32.28
2087,Sergio,2024-05-01 04:45:41,2024-05-01 05:13:17,33.12
2088,Jorge,2024-03-01 10:16:12,2024-03-01 10:53:27,44.7
2089,Jorge,2024-01-28 00:27:21,2024-01-28 01:02:09,41.76
2090,Angel,2024-05-16 20:46:18,2024-05-16 20:57:04,12.92
2091,Carolina,2024-03-30 17:02:36,2024-03-30 17:25:10,27.08
2092,Jorge,2024-06-07 09:50:29,2024-06-07 10:30:28,47.98
2093,Carolina,2024-04-09 19:06:02,2024-04-09 19:16:40,12.76
2094,Sergio,2024-01-12 20:57:03,2024-01-12 21:08:18,13.5
2095,Sergio,2024-06-08 03:29:00,2024-06-08 03:38:26,11.32
2096,Jorge,2024-03-12 23:55:07,2024-03-13 00:30:45,42.76
2097,Angel,2024-05-15 19:17:48,2024-05-15 19:43:29,30.82
2098,Jorge,2024-02-13 17:26:44,2024-02-13 17:52:13,30.58
2099,Angel,2024-06-20 06:25:33,2024-06-20 06:51:29,31.12
2100,Carolina,2024-06-05 08:45:51,2024-06-05 09:13:10,32.78
2101,Jorge,2024-03-30 00:10:02,2024-03-30 00:24:21,17.18
2102,Angel,2024-05-07 14:27:52,2024-05-07 14:40:24,15.04
2103,Sergio,2024-01-28 06:31:16,2024-01-28 06:52:48,25.84
2104,Carolina,2024-04-29 14:41:13,2024-04-29 15:02:26,25.46
2105,Nathaly,2024-02-23 12:07:48,2024-02-23 12:46:05,45.94
2106,Jorge,2024-04-21 05:01:44,2024-04-21 05:35:12,40.16
2107,Angel,2024-03-11 01:52:59,2024-03-11 02:19:10,31.42
2108,Jorge,2024-02-05 19:53:37,2024-02-05 20:00:56,8.78
2109,Jorge,2024-01-10 13:37:13,2024-01-10 14:07:19,36.12
2110,Angel,2024-05-04 06:27:25,2024-05-04 06:41:49,17.28
2111,Nathaly,2024-02-29 20:22:55,2024-02-29 20:58:52,43.14
2112,Nathaly,2024-05-12 06:54:47,2024-05-12 07:28:33,40.52
2113,Angel,2024-06-04 00:27:40,2024-06-04 00:43:59,19.58
2114,Nathaly,2024-03-03 20:00:44,2024-03-03 20:28:35,33.42
2115,Carolina,2024-05-11 18:36:43,2024-05-11 18:45:20,10.34
2116,Jorge,2024-02-03 09:03:39,2024-02-03 09:08:58,6.38
2117,Jorge,2024-04-10 10:17:59,2024-04-10 10:55:27,44.96
2118,Jorge,2024-02-13 08:23:05,2024-02-13 08:39:12,19.34
2119,Angel,2024-05-04 23:07:44,2024-05-04 23:27:15,23.42
2120,Sergio,2024-02-15 01:26:38,2024-02-15 01:33:29,8.22
2121,Angel,2024-05-25 22:31:17,2024-05-25 22:59:37,34.0
2122,Jorge,2024-04-28 18:59:45,2024-04-28 19:22:07,26.84
2123,Angel,2024-04-13 11:38:30,2024-04-13 12:14:48,43.56
2124,Angel,2024-02-06 01:48:52,2024-02-06 02:09:02,24.2
2125,Angel,2024-01-18 22:13:12,2024-01-18 22:53:09,47.94
2126,Angel,2024-04-01 02:17:18,2024-04-01 02:55:24,45.72
2127,Carolina,2024-01-30 11:12:04,2024-01-30 11:21:05,10.82
2128,Sergio,2024-06-12 00:44:12,2024-06-12 01:03:47,23.5
2129,Angel,2024-04-09 14:37:55,2024-04-09 15:04:16,31.62
2130,Angel,2024-02-11 17:10:30,2024-02-11 17:17:32,8.44
2131,Angel,2024-01-11 17:57:21,2024-01-11 18:35:16,45.5
2132,Angel,2024-03-16 12:00:49,2024-03-16 12:36:15,42.52
2133,Angel,2024-05-25 07:13:29,2024-05-25 07:45:36,38.54
2134,Sergio,2024-01-20 05:25:33,2024-01-20 06:01:22,42.98
2135,Sergio,2024-03-02 08:11:46,2024-03-02 08:17:15,6.58
2136,Jorge,2024-05-24 22:54:41,2024-05-24 23:11:00,19.58
2137,Angel,2024-04-20 18:53:40,2024-04-20 19:14:28,24.96
2138,Nathaly,2024-03-28 02:35:21,2024-03-28 03:03:25,33.68
2139,Jorge,2024-02-16 05:10:32,2024-02-16 05:26:28,19.12
2140,Jorge,2024-06-23 21:49:54,2024-06-23 21:59:10,11.12
2141,Jorge,2024-02-17 19:16:58,2024-02-17 19:51:51,41.86
2142,Angel,2024-03-12 01:59:04,2024-03-12 02:36:22,44.76
2143,Angel,2024-06-02 15:12:05,2024-06-02 15:25:40,16.3
2144,Carolina,2024-02-22 10:16:47,2024-02-22 10:22:01,6.28
2145,Angel,2024-05-27 10:21:35,2024-05-27 10:41:29,23.88
2146,Angel,2024-02-14 21:35:41,2024-02-14 21:41:11,6.6
2147,Carolina,2024-02-26 22:57:17,2024-02-26 23:25:14,33.54
2148,Carolina,2024-05-25 10:57:27,2024-05-25 11:16:56,23.38
2149,Carolina,2024-05-13 12:30:06,2024-05-13 12:58:29,34.06
2150,Jorge,2024-04-06 21:45:44,2024-04-06 21:59:09,16.1
2151,Sergio,2024-02-22 18:48:10,2024-02-22 19:09:35,25.7
2152,Sergio,2024-05-25 09:27:52,2024-05-25 09:53:03,30.22
2153,Angel,2024-01-14 08:15:15,2024-01-14 08:39:01,28.52
2154,Carolina,2024-06-07 11:42:20,2024-06-07 12:17:06,41.72
2155,Angel,2024-01-19 19:39:46,2024-01-19 20:09:45,35.98
2156,Jorge,2024-01-23 20:30:40,2024-01-23 21:02:25,38.1
2157,Jorge,2024-03-09 15:27:00,2024-03-09 15:55:04,33.68
2158,Jorge,2024-05-11 19:49:26,2024-05-11 20:27:54,46.16
2159,Angel,2024-01-17 15:31:09,2024-01-17 15:38:55,9.32
2160,Carolina,2024-01-08 16:37:23,2024-01-08 17:11:34,41.02
2161,Angel,2024-03-16 13:19:31,2024-03-16 13:41:52,26.82
2162,Carolina,2024-04-29 15:48:14,2024-04-29 16:10:42,26.96
2163,Nathaly,2024-05-23 04:22:24,2024-05-23 04:29:39,8.7
2164,Sergio,2024-02-06 18:05:59,2024-02-06 18:29:16,27.94
2165,Carolina,2024-05-01 10:05:21,2024-05-01 10:11:02,6.82
2166,Angel,2024-03-05 00:23:20,2024-03-05 00:39:21,19.22
2167,Angel,2024-05-21 04:20:36,2024-05-21 04:55:02,41.32
2168,Jorge,2024-02-12 21:11:35,2024-02-12 21:20:33,10.76
2169,Carolina,2024-06-19 17:13:50,2024-06-19 17:51:31,45.22
2170,Jorge,2024-05-16 21:16:56,2024-05-16 21:33:53,20.34
2171,Sergio,2024-02-06 07:30:33,2024-02-06 07:42:49,14.72
2172,Jorge,2024-02-13 15:36:47,2024-02-13 16:12:25,42.76
2173,Carolina,2024-02-01 05:52:08,2024-02-01 06:27:45,42.74
2174,Carolina,2024-01-25 14:13:36,2024-01-25 14:23:44,12.16
2175,Angel,2024-06-21 13:44:00,2024-06-21 14:16:24,38.88
2176,Angel,2024-05-05 20:48:30,2024-05-05 21:02:04,16.28
2177,Angel,2024-03-06 11:35:00,2024-03-06 11:42:51,9.42
2178,Angel,2024-06-17 10:04:30,2024-06-17 10:10:05,6.7
2179,Angel,2024-05-08 13:29:43,2024-05-08 13:53:38,28.7
2180,Angel,2024-05-13 18:43:02,2024-05-13 19:04:41,25.98
2181,Carolina,2024-06-17 02:55:28,2024-06-17 03:27:26,38.36
2182,Angel,2024-01-21 09:09:13,2024-01-21 09:24:59,18.92
2183,Carolina,2024-04-05 14:47:13,2024-04-05 15:22:09,41.92
2184,Angel,2024-02-24 10:49:50,2024-02-24 11:13:43,28.66
2185,Jorge,2024-01-14 22:50:12,2024-01-14 23:04:56,17.68
2186,Carolina,2024-05-12 05:01:18,2024-05-12 05:15:52,17.48
2187,Nathaly,2024-04-25 14:00:50,2024-04-25 14:09:21,10.22
2188,Carolina,2024-02-18 04:43:44,2024-02-18 05:01:19,21.1
2189,Nathaly,2024-06-17 02:55:54,2024-06-17 03:23:19,32.9
2190,Angel,2024-03-25 06:43:31,2024-03-25 07:02:54,23.26
2191,Angel,2024-01-28 11:08:25,2024-01-28 11:47:49,47.28
2192,Carolina,2024-05-19 00:56:10,2024-05-19 01:34:16,45.72
2193,Jorge,2024-06-16 04:18:25,2024-06-16 04:29:14,12.98
2194,Nathaly,2024-04-18 22:43:23,2024-04-18 23:02:05,22.44
2195,Angel,2024-04-21 21:35:57,2024-04-21 22:12:16,43.58
2196,Sergio,2024-03-12 08:11:22,2024-03-12 08:30:58,23.52
2197,Jorge,2024-03-27 05:50:14,2024-03-27 06:11:50,25.92
2198,Angel,2024-02-13 07:25:45,2024-02-13 07:45:44,23.98
2199,Angel,2024-05-22 01:56:11,2024-05-22 02:21:02,29.82
2200,Sergio,2024-02-12 05:02:58,2024-02-12 05:26:53,28.7
2201,Angel,2024-02-19 01:07:46,2024-02-19 01:27:49,24.06
2202,Carolina,2024-05-03 01:21:40,2024-05-03 01:42:20,24.8
2203,Angel,2024-02-05 09:03:07,2024-02-05 09:36:33,40.12
2204,Jorge,2024-05-31 09:02:15,2024-05-31 09:19:12,20.34
2205,Angel,2024-02-09 09:08:39,2024-02-09 09:46:41,45.64
2206,Sergio,2024-04-17 18:55:00,2024-04-17 19:03:11,9.82
2207,Sergio,2024-06-26 00:05:17,2024-06-26 00:32:36,32.78
2208,Jorge,2024-05-08 00:41:39,2024-05-08 01:06:55,30.32
2209,Jorge,2024-05-18 23:06:22,2024-05-18 23:35:06,34.48
2210,Sergio,2024-04-03 05:17:39,2024-04-03 05:26:03,10.08
2211,Carolina,2024-01-30 02:14:22,2024-01-30 02:34:02,23.6
2212,Angel,2024-03-23 05:46:01,2024-03-23 05:52:29,7.76
2213,Angel,2024-02-11 00:10:13,2024-02-11 00:43:01,39.36
2214,Sergio,2024-05-09 01:36:03,2024-05-09 01:48:32,14.98
2215,Angel,2024-04-20 11:06:38,2024-04-20 11:38:39,38.42
2216,Angel,2024-03-12 21:55:30,2024-03-12 22:27:40,38.6
2217,Carolina,2024-02-16 23:49:05,2024-02-16 23:59:22,12.34
2218,Angel,2024-01-14 03:39:43,2024-01-14 04:11:41,38.36
2219,Angel,2024-03-27 17:28:47,2024-03-27 17:55:25,31.96
2220,Carolina,2024-02-10 01:49:08,2024-02-10 02:18:25,35.14
2221,Angel,2024-06-16 09:46:45,2024-06-16 10:24:53,45.76
2222,Sergio,2024-06-02 18:44:55,2024-06-02 19:09:14,29.18
2223,Nathaly,2024-05-25 18:15:50,2024-05-25 18:37:33,26.06
2224,Angel,2024-03-28 14:30:21,2024-03-28 14:43:00,15.18
2225,Angel,2024-04-17 13:46:05,2024-04-17 14:11:07,30.04
2226,Carolina,2024-02-09 13:17:51,2024-02-09 13:30:35,15.28
2227,Jorge,2024-03-27 04:56:41,2024-03-27 05:24:25,33.28
2228,Jorge,2024-04-20 21:53:26,2024-04-20 21:59:31,7.3
2229,Angel,2024-04-21 11:46:42,2024-04-21 11:56:54,12.24
2230,Sergio,2024-06-02 12:29:46,2024-06-02 13:02:43,39.54
2231,Jorge,2024-04-25 08:04:58,2024-04-25 08:18:39,16.42
2232,Jorge,2024-05-10 17:45:44,2024-05-10 18:08:58,27.88
2233,Sergio,2024-05-05 09:01:03,2024-05-05 09:33:32,38.98
2234,Angel,2024-05-14 19:05:57,2024-05-14 19:40:32,41.5
2235,Carolina,2024-03-03 19:05:36,2024-03-03 19:19:42,16.92
2236,Jorge,2024-03-13 22:58:30,2024-03-13 23:36:54,46.08
2237,Nathaly,2024-04-13 13:25:01,2024-04-13 13:57:17,38.72
2238,Jorge,2024-06-06 07:40:55,2024-06-06 08:08:34,33.18
2239,Angel,2024-03-08 21:28:38,2024-03-08 21:46:56,21.96
2240,Jorge,2024-06-08 23:09:49,2024-06-08 23:34:22,29.46
2241,Carolina,2024-03-31 06:57:25,2024-03-31 07:25:27,33.64
2242,Carolina,2024-04-24 10:00:57,2024-04-24 10:09:29,10.24
2243,Jorge,2024-01-23 08:08:32,2024-01-23 08:35:20,32.16
2244,Sergio,2024-01-11 17:24:35,2024-01-11 17:32:11,9.12
2245,Angel,2024-03-21 03:28:52,2024-03-21 03:38:23,11.42
2246,Carolina,2024-05-08 20:51:09,2024-05-08 21:05:40,17.42
2247,Angel,2024-03-02 04:56:42,2024-03-02 05:12:46,19.28
2248,Angel,2024-02-14 23:38:41,2024-02-14 23:59:41,25.2
2249,Sergio,2024-02-06 14:36:59,2024-02-06 15:16:29,47.4
2250,Carolina,2024-04-30 02:18:09,2024-04-30 02:53:09,42.0
2251,Sergio,2024-01-18 08:43:03,2024-01-18 09:17:09,40.92
2252,Nathaly,2024-01-31 12:16:25,2024-01-31 12:47:15,37.0
2253,Carolina,2024-02-12 16:51:39,2024-02-12 17:20:08,34.18
2254,Sergio,2024-01-25 13:15:18,2024-01-25 13:50:29,42.22
2255,Sergio,2024-01-21 01:19:10,2024-01-21 01:58:41,47.42
2256,Angel,2024-05-06 23:21:11,2024-05-06 23:44:08,27.54
2257,Carolina,2024-03-18 03:02:14,2024-03-18 03:15:34,16.0
2258,Angel,2024-02-16 06:53:22,2024-02-16 07:14:26,25.28
2259,Jorge,2024-03-20 03:54:28,2024-03-20 04:02:19,9.42
2260,Carolina,2024-06-13 22:37:18,2024-06-13 23:14:20,44.44
2261,Sergio,2024-02-27 02:08:05,2024-02-27 02:19:15,13.4
2262,Nathaly,2024-01-11 15:45:15,2024-01-11 16:07:29,26.68
2263,Carolina,2024-02-12 20:04:30,2024-02-12 20:41:53,44.86
2264,Angel,2024-05-08 19:15:56,2024-05-08 19:28:38,15.24
2265,Nathaly,2024-06-20 04:03:07,2024-06-20 04:12:14,10.94
2266,Sergio,2024-04-03 16:22:36,2024-04-03 16:44:18,26.04
2267,Carolina,2024-06-19 22:55:25,2024-06-19 23:17:38,26.66
2268,Jorge,2024-02-09 10:22:43,2024-02-09 10:33:32,12.98
2269,Nathaly,2024-03-04 05:50:29,2024-03-04 06:14:52,29.26
2270,Carolina,2024-05-13 08:10:26,2024-05-13 08:32:01,25.9
2271,Sergio,2024-05-04 21:34:26,2024-05-04 21:51:57,21.02
2272,Angel,2024-04-23 05:04:52,2024-04-23 05:27:28,27.12
2273,Jorge,2024-03-15 18:23:11,2024-03-15 18:51:56,34.5
2274,Nathaly,2024-03-04 14:47:24,2024-03-04 15:17:27,36.06
2275,Jorge,2024-02-05 22:30:13,2024-02-05 23:01:13,37.2
2276,Carolina,2024-03-25 13:50:22,2024-03-25 14:10:40,24.36
2277,Angel,2024-04-13 17:10:57,2024-04-13 17:50:45,47.76
